area_id,areaname,ceiling,cloud_cover,condition,dew_point,humidity,pressure,province,temperature,timestamp,url,uv_index,visibility,wind,wind_gust
211671,Yogyakarta,6248 m,91%,Cloudy,23°,66%,1008.50 mbar,Yogyakarta,30°,12:00 PM,https://www.accuweather.com/en/id/Yogyakarta/211671/current-weather/211671,5 Moderate,10 km,SSE at 10 km/h,14 km/h
1968292,Uteun Kot,6340 m,65%,Clouds and sun,22°,67%,1011.50 mbar,Aceh,29°,12:00 PM,https://www.accuweather.com/en/id/Uteun-Kot/1968292/current-weather/1968292,6 High,16 km,WSW at 3 km/h,3 km/h
206184,Ujuang Gadiang,2073 m,99%,Thunderstorm,23°,87%,1011.40 mbar,West Sumatra,25°,12:00 PM,https://www.accuweather.com/en/id/Ujuang-Gadiang/206184/current-weather/206184,2 Low,8 km,WNW at 21 km/h,34 km/h
3468385,Wanasaba,5700 m,35%,Partly sunny,23°,58%,1007.00 mbar,West Nusa Tenggara,32°,1:00 PM,https://www.accuweather.com/en/id/Wanasaba/3468385/current-weather/3468385,11 Extreme,16 km,W at 17 km/h,17 km/h
3486025,Wosi,5944 m,93%,Thunderstorm,27°,74%,1006.10 mbar,West Papua,32°,2:00 PM,https://www.accuweather.com/en/id/Wosi/3486025/current-weather/3486025,3 Moderate,5 km,NW at 21 km/h,26 km/h
3484162,Lelejae,5913 m,89%,Mostly cloudy,24°,75%,1007.80 mbar,West Sulawesi,29°,1:00 PM,https://www.accuweather.com/en/id/Lelejae/3484162/current-weather/3484162,5 Moderate,10 km,NW at 8 km/h,11 km/h
202509,Garut Kota,7407 m,100%,Cloudy,21°,83%,1010.10 mbar,West Java,24°,12:00 PM,https://www.accuweather.com/en/id/Garut-Kota/202509/current-weather/202509,4 Moderate,8 km,SW at 11 km/h,14 km/h
3482297,Ambesaua,6005 m,97%,Cloudy,23°,59%,1006.50 mbar,Southeast Sulawesi,32°,1:00 PM,https://www.accuweather.com/en/id/Ambesaua/3482297/current-weather/3482297,4 Moderate,3 km,NE at 5 km/h,6 km/h
3445608,Wonosari,2195 m,100%,Cloudy,25°,80%,1010.20 mbar,South Sumatra,28°,12:00 PM,https://www.accuweather.com/en/id/Wonosari/3445608/current-weather/3445608,3 Moderate,6 km,NW at 14 km/h,23 km/h
3476643,Teluk Tiram,6035 m,86%,Thunderstorm,24°,68%,1007.70 mbar,South Kalimantan,31°,1:00 PM,https://www.accuweather.com/en/id/Teluk-Tiram/3476643/current-weather/3476643,4 Moderate,3 km,SSW at 7 km/h,8 km/h
3476654,Teluk Dalam,6035 m,86%,Thunderstorm,24°,68%,1007.70 mbar,South Kalimantan,31°,1:00 PM,https://www.accuweather.com/en/id/Teluk-Dalam/3476654/current-weather/3476654,4 Moderate,3 km,SSW at 7 km/h,8 km/h
3476644,Telawang,6035 m,86%,Thunderstorm,24°,68%,1007.70 mbar,South Kalimantan,31°,1:00 PM,https://www.accuweather.com/en/id/Telawang/3476644/current-weather/3476644,4 Moderate,3 km,SSW at 7 km/h,8 km/h
3439032,Terjun,3658 m,35%,Partly sunny,23°,65%,1010.00 mbar,North Sumatra,30°,12:00 PM,https://www.accuweather.com/en/id/Terjun/3439032/current-weather/3439032,7 High,16 km,NW at 17 km/h,17 km/h
1967680,Titi Papan,3658 m,35%,Partly sunny,23°,65%,1010.00 mbar,North Sumatra,30°,12:00 PM,https://www.accuweather.com/en/id/Titi-Papan/1967680/current-weather/1967680,7 High,16 km,NW at 17 km/h,17 km/h
1967675,Tembung,3658 m,35%,Partly sunny,23°,65%,1010.00 mbar,North Sumatra,30°,12:00 PM,https://www.accuweather.com/en/id/Tembung/1967675/current-weather/1967675,7 High,16 km,NW at 17 km/h,17 km/h
3438979,Tegal Sari Mandala III,3658 m,35%,Partly sunny,23°,65%,1010.00 mbar,North Sumatra,30°,12:00 PM,https://www.accuweather.com/en/id/Tegal-Sari-Mandala-III/3438979/current-weather/3438979,7 High,16 km,NW at 17 km/h,17 km/h
3450029,Tiban Baru,3810 m,35%,Partly sunny,24°,69%,1010.00 mbar,Riau Islands,30°,12:00 PM,https://www.accuweather.com/en/id/Tiban-Baru/3450029/current-weather/3450029,7 High,16 km,N at 17 km/h,20 km/h
206333,Teluk Nibung,3780 m,99%,Cloudy,24°,70%,1010.40 mbar,North Sumatra,30°,12:00 PM,https://www.accuweather.com/en/id/Teluk-Nibung/206333/current-weather/206333,3 Moderate,10 km,WNW at 7 km/h,9 km/h
204993,Tobelo,5852 m,98%,Cloudy,25°,83%,1006.30 mbar,North Maluku,28°,2:00 PM,https://www.accuweather.com/en/id/Tobelo/204993/current-weather/204993,3 Moderate,10 km,ENE at 10 km/h,12 km/h
1966429,Tebing Tinggi,7010 m,88%,Mostly cloudy,24°,71%,1010.70 mbar,North Sumatra,29°,12:00 PM,https://www.accuweather.com/en/id/Tebing-Tinggi/1966429/current-weather/1966429,4 Moderate,10 km,WNW at 8 km/h,10 km/h
