area_id,areaname,ceiling,cloud_cover,condition,dew_point,humidity,pressure,province,temperature,timestamp,url,uv_index,visibility,wind,wind_gust
3468385,Wanasaba,6949 m,85%,Mostly cloudy,21°,51%,1010.00 mbar,West Nusa Tenggara,32°,1:05 PM,https://www.accuweather.com/en/id/Wanasaba/3468385/current-weather/3468385,6 High,8 km,S at 20 km/h,20 km/h
206184,Ujuang Gadiang,5913 m,81%,A shower,25°,80%,1011.50 mbar,West Sumatra,28°,12:05 PM,https://www.accuweather.com/en/id/Ujuang-Gadiang/206184/current-weather/206184,4 Moderate,6 km,S at 6 km/h,8 km/h
3486025,Wosi,5852 m,74%,Clouds and sun,25°,69%,1009.10 mbar,West Papua,31°,2:05 PM,https://www.accuweather.com/en/id/Wosi/3486025/current-weather/3486025,6 High,11 km,N at 15 km/h,18 km/h
3431366,Tanjung Harapan,0 m,93%,A shower,23°,88%,1011.60 mbar,West Sumatra,25°,12:05 PM,https://www.accuweather.com/en/id/Tanjung-Harapan/3431366/current-weather/3431366,2 Low,6 km,NE at 5 km/h,7 km/h
3439287,Surantih,549 m,92%,A shower,24°,76%,1011.30 mbar,West Sumatra,28°,12:05 PM,https://www.accuweather.com/en/id/Surantih/3439287/current-weather/3439287,2 Low,8 km,SW at 5 km/h,7 km/h
3484008,Bambang,6949 m,59%,Clouds and sun,22°,77%,1011.00 mbar,West Sulawesi,26°,1:05 PM,https://www.accuweather.com/en/id/Bambang/3484008/current-weather/3484008,8 Very High,11 km,W at 10 km/h,13 km/h
1683302,Tonyaman,6980 m,74%,Clouds and sun,24°,64%,1010.80 mbar,West Sulawesi,31°,1:05 PM,https://www.accuweather.com/en/id/Tonyaman/1683302/current-weather/1683302,7 High,16 km,WSW at 13 km/h,18 km/h
3431243,Medan Area,5852 m,35%,Partly sunny,25°,78%,1012.00 mbar,North Sumatra,29°,12:05 PM,https://www.accuweather.com/en/id/Medan-Area/3431243/current-weather/3431243,8 Very High,10 km,NNW at 15 km/h,15 km/h
205755,Wotu,5761 m,74%,Clouds and sun,23°,64%,1010.80 mbar,South Sulawesi,31°,1:05 PM,https://www.accuweather.com/en/id/Wotu/205755/current-weather/205755,7 High,11 km,SW at 9 km/h,13 km/h
3460331,Madu Rejo,5944 m,27%,Mostly sunny,22°,58%,1010.80 mbar,Yogyakarta,31°,12:05 PM,https://www.accuweather.com/en/id/Madu-Rejo/3460331/current-weather/3460331,10 Very High,16 km,WSW at 11 km/h,14 km/h
3476654,Teluk Dalam,732 m,79%,Mostly cloudy,25°,67%,1010.50 mbar,South Kalimantan,32°,1:05 PM,https://www.accuweather.com/en/id/Teluk-Dalam/3476654/current-weather/3476654,4 Moderate,10 km,ENE at 7 km/h,9 km/h
3476643,Teluk Tiram,732 m,79%,Mostly cloudy,25°,67%,1010.50 mbar,South Kalimantan,32°,1:05 PM,https://www.accuweather.com/en/id/Teluk-Tiram/3476643/current-weather/3476643,4 Moderate,10 km,ENE at 7 km/h,9 km/h
3430637,Medan Barat,5852 m,35%,Partly sunny,25°,78%,1012.00 mbar,North Sumatra,29°,12:05 PM,https://www.accuweather.com/en/id/Medan-Barat/3430637/current-weather/3430637,8 Very High,10 km,NNW at 15 km/h,15 km/h
3431245,Medan Amplas,6949 m,35%,Partly sunny,26°,80%,1012.60 mbar,North Sumatra,30°,12:05 PM,https://www.accuweather.com/en/id/Medan-Amplas/3431245/current-weather/3431245,9 Very High,16 km,NW at 13 km/h,15 km/h
3490293,Yobe,366 m,35%,Partly sunny,23°,58%,1005.00 mbar,Papua,32°,2:05 PM,https://www.accuweather.com/en/id/Yobe/3490293/current-weather/3490293,6 High,16 km,WNW at 24 km/h,24 km/h
210742,Wamena Kota,7071 m,42%,Partly sunny,12°,36%,1008.50 mbar,Papua,29°,2:05 PM,https://www.accuweather.com/en/id/Wamena-Kota/210742/current-weather/210742,7 High,16 km,SE at 35 km/h,41 km/h
3487788,Wonosari Jaya,5944 m,76%,Mostly cloudy,25°,64%,1009.00 mbar,Papua,33°,2:05 PM,https://www.accuweather.com/en/id/Wonosari-Jaya/3487788/current-weather/3487788,6 High,16 km,SW at 5 km/h,7 km/h
3490303,Yabansai,366 m,35%,Partly sunny,23°,58%,1005.00 mbar,Papua,32°,2:05 PM,https://www.accuweather.com/en/id/Yabansai/3490303/current-weather/3490303,6 High,16 km,WNW at 24 km/h,24 km/h
