area_id,areaname,ceiling,cloud_cover,condition,dew_point,humidity,pressure,province,temperature,timestamp,url,uv_index,visibility,wind,wind_gust
3486025,Wosi,5852 m,59%,Clouds and sun,21°,45%,1008.80 mbar,West Papua,34°,2:00 PM,https://www.accuweather.com/en/id/Wosi/3486025/current-weather/3486025,8 Very High,11 km,NNW at 17 km/h,21 km/h
3485670,Wagom Selatan,5852 m,58%,Clouds and sun,23°,55%,1008.20 mbar,West Papua,33°,2:00 PM,https://www.accuweather.com/en/id/Wagom-Selatan/3485670/current-weather/3485670,8 Very High,16 km,W at 22 km/h,27 km/h
679110,Sowi,5852 m,59%,Clouds and sun,21°,45%,1008.80 mbar,West Papua,34°,2:00 PM,https://www.accuweather.com/en/id/Sowi/679110/current-weather/679110,8 Very High,11 km,NNW at 17 km/h,21 km/h
3431373,Sorong Utara,5852 m,66%,Clouds and sun,25°,64%,1008.80 mbar,West Papua,32°,2:00 PM,https://www.accuweather.com/en/id/Sorong-Utara/3431373/current-weather/3431373,7 High,11 km,NE at 15 km/h,18 km/h
211671,Yogyakarta,5913 m,73%,Clouds and sun,24°,63%,1010.00 mbar,Yogyakarta,32°,12:00 PM,https://www.accuweather.com/en/id/Yogyakarta/211671/current-weather/211671,7 High,10 km,SW at 8 km/h,11 km/h
3486432,Waisai,5395 m,82%,Mostly cloudy,25°,74%,1009.10 mbar,West Papua,30°,2:00 PM,https://www.accuweather.com/en/id/Waisai/3486432/current-weather/3486432,5 Moderate,11 km,NE at 13 km/h,18 km/h
3460194,Wukirsari,5913 m,73%,Clouds and sun,24°,63%,1010.00 mbar,Yogyakarta,32°,12:00 PM,https://www.accuweather.com/en/id/Wukirsari/3460194/current-weather/3460194,7 High,10 km,SW at 8 km/h,11 km/h
3476635,Pekapuran Raya,732 m,78%,Mostly cloudy,25°,71%,1009.90 mbar,South Kalimantan,31°,1:00 PM,https://www.accuweather.com/en/id/Pekapuran-Raya/3476635/current-weather/3476635,4 Moderate,10 km,NNE at 13 km/h,15 km/h
202512,Tasikmalaya,5944 m,93%,Cloudy,24°,67%,1010.30 mbar,West Java,31°,12:00 PM,https://www.accuweather.com/en/id/Tasikmalaya/202512/current-weather/202512,5 Moderate,10 km,NE at 4 km/h,5 km/h
3460198,Wonokromo,5913 m,73%,Clouds and sun,24°,63%,1010.00 mbar,Yogyakarta,32°,12:00 PM,https://www.accuweather.com/en/id/Wonokromo/3460198/current-weather/3460198,7 High,10 km,SW at 8 km/h,11 km/h
3450030,Tiban Lama,5852 m,35%,Partly sunny,25°,74%,1012.00 mbar,Riau Islands,30°,12:00 PM,https://www.accuweather.com/en/id/Tiban-Lama/3450030/current-weather/3450030,9 Very High,16 km,NE at 13 km/h,15 km/h
3450031,Tiban Indah,5852 m,35%,Partly sunny,25°,74%,1012.00 mbar,Riau Islands,30°,12:00 PM,https://www.accuweather.com/en/id/Tiban-Indah/3450031/current-weather/3450031,9 Very High,16 km,NE at 13 km/h,15 km/h
3435261,Gampong Teungoh,0 m,95%,A shower,24°,78%,1014.00 mbar,Aceh,28°,12:00 PM,https://www.accuweather.com/en/id/Gampong-Teungoh/3435261/current-weather/3435261,2 Low,8 km,WNW at 6 km/h,8 km/h
3445608,Wonosari,5395 m,97%,Cloudy,24°,77%,1012.10 mbar,South Sumatra,28°,12:00 PM,https://www.accuweather.com/en/id/Wonosari/3445608/current-weather/3445608,4 Moderate,10 km,WNW at 11 km/h,16 km/h
