area_id,areaname,ceiling,cloud_cover,condition,dew_point,humidity,pressure,province,temperature,timestamp,url,uv_index,visibility,wind,wind_gust
211671,Yogyakarta,5913 m,69%,Clouds and sun,21°,52%,1010.50 mbar,Yogyakarta,32°,12:00 PM,https://www.accuweather.com/en/id/Yogyakarta/211671/current-weather/211671,7 High,16 km,SSW at 10 km/h,13 km/h
3460335,Wedomartani,5913 m,69%,Clouds and sun,21°,52%,1010.50 mbar,Yogyakarta,32°,12:00 PM,https://www.accuweather.com/en/id/Wedomartani/3460335/current-weather/3460335,7 High,16 km,SSW at 10 km/h,13 km/h
3468119,Lingsar,5761 m,85%,Mostly cloudy,25°,71%,1011.00 mbar,West Nusa Tenggara,31°,1:00 PM,https://www.accuweather.com/en/id/Lingsar/3468119/current-weather/3468119,6 High,11 km,W at 12 km/h,13 km/h
3431577,Umbulharjo,5913 m,69%,Clouds and sun,21°,52%,1010.50 mbar,Yogyakarta,32°,12:00 PM,https://www.accuweather.com/en/id/Umbulharjo/3431577/current-weather/3431577,7 High,16 km,SSW at 10 km/h,13 km/h
3486028,Padarni,5852 m,54%,Clouds and sun,22°,58%,1011.10 mbar,West Papua,31°,2:00 PM,https://www.accuweather.com/en/id/Padarni/3486028/current-weather/3486028,8 Very High,16 km,NW at 31 km/h,37 km/h
3486025,Wosi,5852 m,54%,Clouds and sun,22°,58%,1011.10 mbar,West Papua,31°,2:00 PM,https://www.accuweather.com/en/id/Wosi/3486025/current-weather/3486025,8 Very High,16 km,NW at 31 km/h,37 km/h
3483901,Wattang,5852 m,65%,Clouds and sun,24°,63%,1010.60 mbar,West Sulawesi,32°,1:00 PM,https://www.accuweather.com/en/id/Wattang/3483901/current-weather/3483901,8 Very High,10 km,WSW at 13 km/h,17 km/h
3471978,Wajo Hulu,732 m,91%,Cloudy,24°,73%,1010.70 mbar,West Kalimantan,30°,12:00 PM,https://www.accuweather.com/en/id/Wajo-Hulu/3471978/current-weather/3471978,3 Moderate,6 km,NW at 3 km/h,4 km/h
3486432,Waisai,5852 m,75%,Hazy sunshine,21°,60%,1011.40 mbar,West Papua,30°,2:00 PM,https://www.accuweather.com/en/id/Waisai/3486432/current-weather/3486432,6 High,16 km,ENE at 16 km/h,22 km/h
205755,Wotu,5883 m,45%,Partly sunny,24°,59%,1010.90 mbar,South Sulawesi,32°,1:00 PM,https://www.accuweather.com/en/id/Wotu/205755/current-weather/205755,10 Very High,16 km,SSE at 8 km/h,11 km/h
3475441,Semangat Dalam,853 m,86%,Mostly cloudy,26°,74%,1010.00 mbar,South Kalimantan,31°,1:00 PM,https://www.accuweather.com/en/id/Semangat-Dalam/3475441/current-weather/3475441,4 Moderate,8 km,ENE at 12 km/h,14 km/h
3476654,Teluk Dalam,853 m,86%,Mostly cloudy,26°,74%,1010.00 mbar,South Kalimantan,31°,1:00 PM,https://www.accuweather.com/en/id/Teluk-Dalam/3476654/current-weather/3476654,4 Moderate,8 km,ENE at 12 km/h,14 km/h
3476643,Teluk Tiram,853 m,86%,Mostly cloudy,26°,74%,1010.00 mbar,South Kalimantan,31°,1:00 PM,https://www.accuweather.com/en/id/Teluk-Tiram/3476643/current-weather/3476643,4 Moderate,8 km,ENE at 12 km/h,14 km/h
3441131,Tambusai Utara,549 m,86%,Mostly cloudy,24°,75%,1012.00 mbar,Riau,29°,12:00 PM,https://www.accuweather.com/en/id/Tambusai-Utara/3441131/current-weather/3441131,3 Moderate,8 km,ESE at 4 km/h,6 km/h
3490293,Yobe,9083 m,73%,Clouds and sun,22°,54%,1009.70 mbar,Papua,32°,2:00 PM,https://www.accuweather.com/en/id/Yobe/3490293/current-weather/3490293,8 Very High,16 km,WNW at 24 km/h,29 km/h
3487788,Wonosari Jaya,5852 m,99%,Cloudy,25°,63%,1010.30 mbar,Papua,33°,2:00 PM,https://www.accuweather.com/en/id/Wonosari-Jaya/3487788/current-weather/3487788,4 Moderate,11 km,S at 6 km/h,8 km/h
3490303,Yabansai,9083 m,73%,Clouds and sun,22°,54%,1009.70 mbar,Papua,32°,2:00 PM,https://www.accuweather.com/en/id/Yabansai/3490303/current-weather/3490303,8 Very High,16 km,WNW at 24 km/h,29 km/h
3478709,Winangun I,0 m,35%,Partly sunny,23°,58%,1012.00 mbar,North Sulawesi,32°,1:00 PM,https://www.accuweather.com/en/id/Winangun-I/3478709/current-weather/3478709,6 High,16 km,NNE at 17 km/h,17 km/h
1896524,Wenang,0 m,35%,Partly sunny,23°,58%,1012.00 mbar,North Sulawesi,32°,1:00 PM,https://www.accuweather.com/en/id/Wenang/1896524/current-weather/1896524,6 High,16 km,NNE at 17 km/h,17 km/h
3478731,Wangurer Barat,5364 m,64%,Clouds and sun,22°,62%,1012.00 mbar,North Sulawesi,30°,1:00 PM,https://www.accuweather.com/en/id/Wangurer-Barat/3478731/current-weather/3478731,7 High,16 km,ENE at 13 km/h,17 km/h
1983119,Wanea,0 m,35%,Partly sunny,23°,58%,1012.00 mbar,North Sulawesi,32°,1:00 PM,https://www.accuweather.com/en/id/Wanea/1983119/current-weather/1983119,6 High,16 km,NNE at 17 km/h,17 km/h
204993,Tobelo,5913 m,85%,Mostly cloudy,22°,60%,1011.90 mbar,North Maluku,30°,2:00 PM,https://www.accuweather.com/en/id/Tobelo/204993/current-weather/204993,5 Moderate,16 km,NE at 10 km/h,13 km/h
3431317,Tidore Utara,6005 m,55%,Clouds and sun,24°,71%,1011.70 mbar,North Maluku,30°,2:00 PM,https://www.accuweather.com/en/id/Tidore-Utara/3431317/current-weather/3431317,7 High,16 km,ESE at 16 km/h,19 km/h
3431320,Tidore Selatan,6005 m,55%,Clouds and sun,24°,71%,1011.70 mbar,North Maluku,30°,2:00 PM,https://www.accuweather.com/en/id/Tidore-Selatan/3431320/current-weather/3431320,7 High,16 km,ESE at 16 km/h,19 km/h
204992,Tidore,6005 m,55%,Clouds and sun,24°,71%,1011.70 mbar,North Maluku,30°,2:00 PM,https://www.accuweather.com/en/id/Tidore/204992/current-weather/204992,7 High,16 km,ESE at 16 km/h,19 km/h
3431319,Tidore Timur,6005 m,55%,Clouds and sun,24°,71%,1011.70 mbar,North Maluku,30°,2:00 PM,https://www.accuweather.com/en/id/Tidore-Timur/3431319/current-weather/3431319,7 High,16 km,ESE at 16 km/h,19 km/h
3431637,Ternate Utara,6005 m,55%,Clouds and sun,24°,71%,1011.70 mbar,North Maluku,30°,2:00 PM,https://www.accuweather.com/en/id/Ternate-Utara/3431637/current-weather/3431637,7 High,16 km,ESE at 16 km/h,19 km/h
3430612,Tidore Kepulauan,6005 m,55%,Clouds and sun,24°,71%,1011.70 mbar,North Maluku,30°,2:00 PM,https://www.accuweather.com/en/id/Tidore-Kepulauan/3430612/current-weather/3430612,7 High,16 km,ESE at 16 km/h,19 km/h
3431311,Ternate Tengah,6005 m,55%,Clouds and sun,24°,71%,1011.70 mbar,North Maluku,30°,2:00 PM,https://www.accuweather.com/en/id/Ternate-Tengah/3431311/current-weather/3431311,7 High,16 km,ESE at 16 km/h,19 km/h
3431312,Ternate Selatan,6005 m,55%,Clouds and sun,24°,71%,1011.70 mbar,North Maluku,30°,2:00 PM,https://www.accuweather.com/en/id/Ternate-Selatan/3431312/current-weather/3431312,7 High,16 km,ESE at 16 km/h,19 km/h
204989,Ternate,6005 m,55%,Clouds and sun,24°,71%,1011.70 mbar,North Maluku,30°,2:00 PM,https://www.accuweather.com/en/id/Ternate/204989/current-weather/204989,7 High,16 km,ESE at 16 km/h,19 km/h
3431313,Pulau Ternate,6005 m,55%,Clouds and sun,24°,71%,1011.70 mbar,North Maluku,30°,2:00 PM,https://www.accuweather.com/en/id/Pulau-Ternate/3431313/current-weather/3431313,7 High,16 km,ESE at 16 km/h,19 km/h
3431318,Oba Utara,6005 m,55%,Clouds and sun,24°,71%,1011.70 mbar,North Maluku,30°,2:00 PM,https://www.accuweather.com/en/id/Oba-Utara/3431318/current-weather/3431318,7 High,16 km,ESE at 16 km/h,19 km/h
3431330,Oba Tengah,5974 m,36%,Partly sunny,21°,63%,1011.60 mbar,North Maluku,29°,2:00 PM,https://www.accuweather.com/en/id/Oba-Tengah/3431330/current-weather/3431330,9 Very High,16 km,NE at 12 km/h,16 km/h
3431335,Oba,5944 m,91%,Cloudy,23°,59%,1011.70 mbar,North Maluku,31°,2:00 PM,https://www.accuweather.com/en/id/Oba/3431335/current-weather/3431335,4 Moderate,10 km,SSE at 10 km/h,14 km/h
