area_id,areaname,ceiling,cloud_cover,condition,dew_point,humidity,pressure,province,temperature,timestamp,url,uv_index,visibility,wind,wind_gust
1968292,Uteun Kot,9144 m,80%,Mostly cloudy,24°,73%,1011.40 mbar,Aceh,30°,12:00 PM,https://www.accuweather.com/en/id/Uteun-Kot/1968292/current-weather/1968292,5 Moderate,11 km,SSE at 6 km/h,8 km/h
1917766,Ulee Kareng,9144 m,76%,Mostly cloudy,22°,61%,1010.50 mbar,Aceh,30°,12:00 PM,https://www.accuweather.com/en/id/Ulee-Kareng/1917766/current-weather/1917766,6 High,11 km,SSE at 18 km/h,22 km/h
678964,Sedau,0 m,89%,A shower,25°,82%,1009.80 mbar,West Kalimantan,28°,12:00 PM,https://www.accuweather.com/en/id/Sedau/678964/current-weather/678964,2 Low,10 km,N at 11 km/h,15 km/h
3432759,Ujong Baroh,9144 m,72%,Clouds and sun,24°,77%,1011.00 mbar,Aceh,29°,12:00 PM,https://www.accuweather.com/en/id/Ujong-Baroh/3432759/current-weather/3432759,6 High,8 km,SE at 10 km/h,12 km/h
3431366,Tanjung Harapan,1951 m,96%,Cloudy,21°,80%,1011.20 mbar,West Sumatra,25°,12:00 PM,https://www.accuweather.com/en/id/Tanjung-Harapan/3431366/current-weather/3431366,3 Moderate,6 km,NNE at 7 km/h,9 km/h
3439287,Surantih,2195 m,95%,Cloudy,22°,63%,1010.90 mbar,West Sumatra,29°,12:00 PM,https://www.accuweather.com/en/id/Surantih/3439287/current-weather/3439287,3 Moderate,16 km,WNW at 7 km/h,9 km/h
3483772,Bambangan,5852 m,88%,Mostly cloudy,23°,67%,1009.40 mbar,West Sulawesi,30°,1:00 PM,https://www.accuweather.com/en/id/Bambangan/3483772/current-weather/3483772,5 Moderate,10 km,WSW at 10 km/h,14 km/h
3460177,Seloharjo,5974 m,46%,Partly sunny,21°,54%,1008.40 mbar,Yogyakarta,31°,12:00 PM,https://www.accuweather.com/en/id/Seloharjo/3460177/current-weather/3460177,10 Very High,16 km,ENE at 9 km/h,12 km/h
205755,Wotu,5791 m,92%,Cloudy,23°,58%,1009.20 mbar,South Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Wotu/205755/current-weather/205755,5 Moderate,10 km,SW at 11 km/h,14 km/h
3444273,Kenten,9144 m,75%,A shower,25°,85%,1010.60 mbar,South Sumatra,28°,12:00 PM,https://www.accuweather.com/en/id/Kenten/3444273/current-weather/3444273,7 High,8 km,WNW at 21 km/h,26 km/h
206233,Tebing Tinggi,6066 m,86%,Mostly cloudy,23°,71%,1010.80 mbar,South Sumatra,28°,12:00 PM,https://www.accuweather.com/en/id/Tebing-Tinggi/206233/current-weather/206233,5 Moderate,16 km,NNW at 10 km/h,14 km/h
677725,Talang Kelapa,9144 m,75%,A shower,25°,85%,1010.60 mbar,South Sumatra,28°,12:00 PM,https://www.accuweather.com/en/id/Talang-Kelapa/677725/current-weather/677725,7 High,8 km,WNW at 21 km/h,26 km/h
3476654,Teluk Dalam,9144 m,83%,Mostly cloudy,25°,67%,1008.60 mbar,South Kalimantan,32°,1:00 PM,https://www.accuweather.com/en/id/Teluk-Dalam/3476654/current-weather/3476654,7 High,11 km,SW at 11 km/h,14 km/h
3490293,Yobe,518 m,35%,Partly sunny,21°,54%,1007.00 mbar,Papua,31°,2:00 PM,https://www.accuweather.com/en/id/Yobe/3490293/current-weather/3490293,6 High,16 km,W at 26 km/h,26 km/h
3441427,Tuah Karya,9144 m,76%,Mostly cloudy,24°,74%,1011.50 mbar,Riau,29°,12:00 PM,https://www.accuweather.com/en/id/Tuah-Karya/3441427/current-weather/3441427,7 High,8 km,N at 0 km/h,0 km/h
3490303,Yabansai,518 m,35%,Partly sunny,21°,54%,1007.00 mbar,Papua,31°,2:00 PM,https://www.accuweather.com/en/id/Yabansai/3490303/current-weather/3490303,6 High,16 km,W at 26 km/h,26 km/h
3441441,Tengkerang Timur,9144 m,76%,Mostly cloudy,24°,74%,1011.50 mbar,Riau,29°,12:00 PM,https://www.accuweather.com/en/id/Tengkerang-Timur/3441441/current-weather/3441441,7 High,8 km,N at 0 km/h,0 km/h
3441436,Tengkerang Tengah,9144 m,76%,Mostly cloudy,24°,74%,1011.50 mbar,Riau,29°,12:00 PM,https://www.accuweather.com/en/id/Tengkerang-Tengah/3441436/current-weather/3441436,7 High,8 km,N at 0 km/h,0 km/h
3431602,Tenayan Raya,9144 m,76%,Mostly cloudy,24°,74%,1011.50 mbar,Riau,29°,12:00 PM,https://www.accuweather.com/en/id/Tenayan-Raya/3431602/current-weather/3431602,7 High,8 km,N at 0 km/h,0 km/h
1896524,Wenang,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Wenang/1896524/current-weather/1896524,6 High,16 km,NNW at 11 km/h,11 km/h
206184,Ujuang Gadiang,1402 m,99%,Cloudy,23°,70%,1010.90 mbar,West Sumatra,29°,12:00 PM,https://www.accuweather.com/en/id/Ujuang-Gadiang/206184/current-weather/206184,2 Low,8 km,W at 3 km/h,4 km/h
3478731,Wangurer Barat,5700 m,98%,Cloudy,24°,64%,1008.00 mbar,North Sulawesi,32°,1:00 PM,https://www.accuweather.com/en/id/Wangurer-Barat/3478731/current-weather/3478731,4 Moderate,8 km,ENE at 7 km/h,9 km/h
3478709,Winangun I,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Winangun-I/3478709/current-weather/3478709,6 High,16 km,NNW at 11 km/h,11 km/h
1983119,Wanea,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Wanea/1983119/current-weather/1983119,6 High,16 km,NNW at 11 km/h,11 km/h
206055,Tondano,5608 m,98%,Cloudy,23°,81%,1008.60 mbar,North Sulawesi,26°,1:00 PM,https://www.accuweather.com/en/id/Tondano/206055/current-weather/206055,4 Moderate,8 km,NW at 7 km/h,10 km/h
3431291,Tomohon Utara,5608 m,98%,Cloudy,23°,81%,1008.60 mbar,North Sulawesi,26°,1:00 PM,https://www.accuweather.com/en/id/Tomohon-Utara/3431291/current-weather/3431291,4 Moderate,8 km,NW at 7 km/h,10 km/h
1915790,Tuminting,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Tuminting/1915790/current-weather/1915790,6 High,16 km,NNW at 11 km/h,11 km/h
3431293,Tomohon Timur,5608 m,98%,Cloudy,23°,81%,1008.60 mbar,North Sulawesi,26°,1:00 PM,https://www.accuweather.com/en/id/Tomohon-Timur/3431293/current-weather/3431293,4 Moderate,8 km,NW at 7 km/h,10 km/h
3431296,Tomohon Selatan,5608 m,98%,Cloudy,23°,81%,1008.60 mbar,North Sulawesi,26°,1:00 PM,https://www.accuweather.com/en/id/Tomohon-Selatan/3431296/current-weather/3431296,4 Moderate,8 km,NW at 7 km/h,10 km/h
3431294,Tomohon Tengah,5608 m,98%,Cloudy,23°,81%,1008.60 mbar,North Sulawesi,26°,1:00 PM,https://www.accuweather.com/en/id/Tomohon-Tengah/3431294/current-weather/3431294,4 Moderate,8 km,NW at 7 km/h,10 km/h
3431632,Tomohon Barat,5639 m,96%,Cloudy,23°,77%,1008.00 mbar,North Sulawesi,28°,1:00 PM,https://www.accuweather.com/en/id/Tomohon-Barat/3431632/current-weather/3431632,4 Moderate,10 km,NE at 7 km/h,10 km/h
206085,Tomohon,5639 m,96%,Cloudy,23°,77%,1008.00 mbar,North Sulawesi,28°,1:00 PM,https://www.accuweather.com/en/id/Tomohon/206085/current-weather/206085,4 Moderate,10 km,NE at 7 km/h,10 km/h
1983102,Tingkulu,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Tingkulu/1983102/current-weather/1983102,6 High,16 km,NNW at 11 km/h,11 km/h
3431279,Tikala,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Tikala/3431279/current-weather/3431279,6 High,16 km,NNW at 11 km/h,11 km/h
677288,Tateli,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Tateli/677288/current-weather/677288,6 High,16 km,NNW at 11 km/h,11 km/h
1983118,Teling Atas,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Teling-Atas/1983118/current-weather/1983118,6 High,16 km,NNW at 11 km/h,11 km/h
206054,Tahuna,0 m,95%,A shower,24°,84%,1008.80 mbar,North Sulawesi,26°,1:00 PM,https://www.accuweather.com/en/id/Tahuna/206054/current-weather/206054,2 Low,8 km,SSE at 7 km/h,10 km/h
1896630,Tataaran Dua,5608 m,98%,Cloudy,23°,81%,1008.60 mbar,North Sulawesi,26°,1:00 PM,https://www.accuweather.com/en/id/Tataaran-Dua/1896630/current-weather/1896630,4 Moderate,8 km,NW at 7 km/h,10 km/h
3478725,Singkil Dua,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Singkil-Dua/3478725/current-weather/3478725,6 High,16 km,NNW at 11 km/h,11 km/h
1906591,Singkil,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Singkil/1906591/current-weather/1906591,6 High,16 km,NNW at 11 km/h,11 km/h
3478724,Singkil Satu,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Singkil-Satu/3478724/current-weather/3478724,6 High,16 km,NNW at 11 km/h,11 km/h
1896523,Sario,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Sario/1896523/current-weather/1896523,6 High,16 km,NNW at 11 km/h,11 km/h
1983123,Taas,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Taas/1983123/current-weather/1983123,6 High,16 km,NNW at 11 km/h,11 km/h
1915788,Sindulang Satu,518 m,35%,Partly sunny,24°,58%,1008.00 mbar,North Sulawesi,33°,1:00 PM,https://www.accuweather.com/en/id/Sindulang-Satu/1915788/current-weather/1915788,6 High,16 km,NNW at 11 km/h,11 km/h
