area_id,areaname,ceiling,cloud_cover,condition,dew_point,humidity,pressure,province,temperature,timestamp,url,uv_index,visibility,wind,wind_gust
1968292,Uteun Kot,5852 m,74%,Hazy sunshine,23°,72%,1010.50 mbar,Aceh,28°,12:00 PM,https://www.accuweather.com/en/id/Uteun-Kot/1968292/current-weather/1968292,5 Moderate,16 km,W at 10 km/h,13 km/h
1917766,Ulee Kareng,5852 m,76%,Mostly cloudy,22°,65%,1010.00 mbar,Aceh,29°,12:00 PM,https://www.accuweather.com/en/id/Ulee-Kareng/1917766/current-weather/1917766,5 Moderate,16 km,SSE at 12 km/h,14 km/h
3432759,Ujong Baroh,5852 m,67%,Clouds and sun,23°,67%,1010.30 mbar,Aceh,30°,12:00 PM,https://www.accuweather.com/en/id/Ujong-Baroh/3432759/current-weather/3432759,6 High,11 km,ENE at 7 km/h,9 km/h
677427,Tanjung Luar,5730 m,93%,Cloudy,24°,68%,1006.00 mbar,West Nusa Tenggara,31°,1:00 PM,https://www.accuweather.com/en/id/Tanjung-Luar/677427/current-weather/677427,5 Moderate,8 km,WNW at 26 km/h,29 km/h
3468385,Wanasaba,5700 m,76%,Mostly cloudy,23°,62%,1006.00 mbar,West Nusa Tenggara,31°,1:00 PM,https://www.accuweather.com/en/id/Wanasaba/3468385/current-weather/3468385,7 High,8 km,W at 28 km/h,28 km/h
3454276,Tugu,5791 m,35%,Partly sunny,24°,74%,1008.00 mbar,West Java,29°,12:00 PM,https://www.accuweather.com/en/id/Tugu/3454276/current-weather/3454276,10 Very High,5 km,WSW at 24 km/h,28 km/h
3486025,Wosi,2103 m,100%,Cloudy,24°,71%,1007.80 mbar,West Papua,30°,2:00 PM,https://www.accuweather.com/en/id/Wosi/3486025/current-weather/3486025,2 Low,10 km,SE at 8 km/h,10 km/h
205755,Wotu,3840 m,98%,Cloudy,22°,55%,1007.40 mbar,South Sulawesi,32°,1:00 PM,https://www.accuweather.com/en/id/Wotu/205755/current-weather/205755,3 Moderate,10 km,SSE at 10 km/h,13 km/h
3476643,Teluk Tiram,6370 m,88%,Mostly cloudy,24°,65%,1007.30 mbar,South Kalimantan,31°,1:00 PM,https://www.accuweather.com/en/id/Teluk-Tiram/3476643/current-weather/3476643,5 Moderate,10 km,WNW at 11 km/h,13 km/h
205754,Watan Soppeng,610 m,98%,Cloudy,22°,53%,1007.10 mbar,South Sulawesi,32°,1:00 PM,https://www.accuweather.com/en/id/Watan-Soppeng/205754/current-weather/205754,3 Moderate,10 km,NW at 18 km/h,24 km/h
3476654,Teluk Dalam,6370 m,88%,Mostly cloudy,24°,65%,1007.30 mbar,South Kalimantan,31°,1:00 PM,https://www.accuweather.com/en/id/Teluk-Dalam/3476654/current-weather/3476654,5 Moderate,10 km,WNW at 11 km/h,13 km/h
3453742,Wanasari,5822 m,88%,Mostly cloudy,23°,68%,1008.00 mbar,West Java,30°,12:00 PM,https://www.accuweather.com/en/id/Wanasari/3453742/current-weather/3453742,5 Moderate,16 km,WNW at 17 km/h,22 km/h
3450030,Tiban Lama,5852 m,35%,Partly sunny,23°,65%,1010.00 mbar,Riau Islands,30°,12:00 PM,https://www.accuweather.com/en/id/Tiban-Lama/3450030/current-weather/3450030,8 Very High,16 km,NE at 21 km/h,26 km/h
