aqi,aqi_concentration,city_id,city_name,city_type,condition,country,exercise_desc,exercise_value,humidity,latitude,longitude,main_pollutant,pressure,province,temperature,timezone,url,wind_direction,wind_speed,windows_desc,windows_value
66,19.1,5b7a94b36a15c1ae2d8a98b1,Percut,city,Few clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,70,3.6253,98.864,pm25,1011,North Sumatra,29,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98b1?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,300,11.2,Close your windows to avoid dirty outdoor air,red
38,9.1,5b7a94b36a15c1ae2d8a98b5,Padangsidempuan,city,Rain,Indonesia,Enjoy outdoor activities,green,86,1.37952,99.27146,pm25,1012,North Sumatra,25,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98b5?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,98,5.9,"Open your windows to bring clean, fresh air indoors",green
34,8.1,5b7a94b36a15c1ae2d8a98ae,Sibolga,city,Rain,Indonesia,Enjoy outdoor activities,green,72,1.74016,98.78117,pm25,1012,North Sumatra,28,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98ae?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,135,1.8,"Open your windows to bring clean, fresh air indoors",green
68,20.1,5b7a94b36a15c1ae2d8a98b2,Perbaungan,city,Few clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,70,3.5679,98.956,pm25,1011,North Sumatra,29,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98b2?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,300,11.2,Close your windows to avoid dirty outdoor air,red
70,21.1,5b7a94b36a15c1ae2d8a98ba,Deli Tua,city,Few clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,79,3.5078,98.6839,pm25,1011,North Sumatra,29,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98ba?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,280,9.4,Close your windows to avoid dirty outdoor air,red
64,18.1,5b7a94b36a15c1ae2d8a98b7,Labuhan Deli,city,Few clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,79,3.7278,98.6738,pm25,1011,North Sumatra,29,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98b7?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,280,9.4,Close your windows to avoid dirty outdoor air,red
74,23.1,5b7a94b36a15c1ae2d8a98b9,Kabanjahe,city,Few clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,79,3.1001,98.4908,pm25,1011,North Sumatra,29,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98b9?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,280,9.4,Close your windows to avoid dirty outdoor air,red
64,18.1,5b7a94b36a15c1ae2d8a98b8,Kisaran,city,Broken clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,55,2.9845,99.6158,pm25,1012,North Sumatra,31,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98b8?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,324,3.3,Close your windows to avoid dirty outdoor air,red
66,19.1,5b7a94b36a15c1ae2d8a98bb,Binjai,city,Few clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,79,3.6001,98.4854,pm25,1011,North Sumatra,29,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98bb?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,280,9.4,Close your windows to avoid dirty outdoor air,red
55,14.1,5b7a94b46a15c1ae2d8a98c5,Sabang,city,Broken clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,76,5.88969,95.31644,pm25,1011,Aceh,27,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98c5?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,88,27.3,Close your windows to avoid dirty outdoor air,red
53,13.1,5b7a94b46a15c1ae2d8a98c6,Reuleuet,city,Broken clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,73,5.21667,96.28333,pm25,1012,Aceh,23,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98c6?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,57,5.1,Close your windows to avoid dirty outdoor air,red
57,15.1,5b7a94b46a15c1ae2d8a98c8,Lhokseumawe,city,Broken clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,67,5.1801,97.1507,pm25,1012,Aceh,26,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98c8?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,66,4.9,Close your windows to avoid dirty outdoor air,red
29,7.1,5b7a94b66a15c1ae2d8a991e,Bandar Lampung,city,Broken clouds,Indonesia,Enjoy outdoor activities,green,76,-5.42917,105.26111,pm25,1010,Lampung,28,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b66a15c1ae2d8a991e?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,322,13.3,"Open your windows to bring clean, fresh air indoors",green
25,6.1,5b7a94b46a15c1ae2d8a98c7,Meulaboh,city,Rain,Indonesia,Enjoy outdoor activities,green,76,4.14402,96.12664,pm25,1012,Aceh,27,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98c7?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,58,6.7,"Open your windows to bring clean, fresh air indoors",green
9,2.1,5b7a94b46a15c1ae2d8a98c3,Sinabang,city,Rain,Indonesia,Enjoy outdoor activities,green,70,2.4803,96.3801,pm25,1011,Aceh,28,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98c3?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,52,5.3,"Open your windows to bring clean, fresh air indoors",green
42,10.1,5b7a94b46a15c1ae2d8a98c2,Singkil,city,Rain,Indonesia,Enjoy outdoor activities,green,85,2.2874,97.7884,pm25,1012,Aceh,27,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98c2?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,293,1.2,"Open your windows to bring clean, fresh air indoors",green
64,18.1,5b7a94b36a15c1ae2d8a98bd,Belawan,city,Few clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,70,3.7755,98.6832,pm25,1011,North Sumatra,29,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98bd?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,300,11.2,Close your windows to avoid dirty outdoor air,red
55,14.1,5b7a94b46a15c1ae2d8a98c9,Langsa,city,Broken clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,61,4.4683,97.9683,pm25,1012,Aceh,30,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98c9?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,332,5.9,Close your windows to avoid dirty outdoor air,red
68,20.1,5b7a94b36a15c1ae2d8a98c0,Pekan Bahapal,city,Broken clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,59,3.11313,99.17352,pm25,1012,North Sumatra,27,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98c0?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,32,5.4,Close your windows to avoid dirty outdoor air,red
53,13.1,5b7a94b46a15c1ae2d8a98c4,Sigli,city,Rain,Indonesia,Sensitive groups should reduce outdoor exercise,orange,77,5.3848,95.9609,pm25,1012,Aceh,27,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98c4?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,108,15.9,Close your windows to avoid dirty outdoor air,red
53,13.1,5b7a94b46a15c1ae2d8a98cb,Banda Aceh,city,Broken clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,60,5.54167,95.33333,pm25,1011,Aceh,29,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98cb?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,92,11,Close your windows to avoid dirty outdoor air,red
70,21.1,5b7a94b36a15c1ae2d8a98bc,Berastagi,city,Few clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,79,3.19468,98.50889,pm25,1011,North Sumatra,29,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98bc?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,280,9.4,Close your windows to avoid dirty outdoor air,red
55,14.1,5b7a94b46a15c1ae2d8a98ca,Bireun,city,Broken clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,73,5.203,96.7009,pm25,1012,Aceh,23,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98ca?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,57,5.1,Close your windows to avoid dirty outdoor air,red
59,16.1,5b7a94b36a15c1ae2d8a98bf,Tuktuk Sonak,city,Broken clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,64,2.6689,98.8576,pm25,1012,North Sumatra,24,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b36a15c1ae2d8a98bf?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,78,2.6,Close your windows to avoid dirty outdoor air,red
68,20.1,5b7a94b46a15c1ae2d8a98d6,Bantul,city,Mist,Indonesia,Sensitive groups should reduce outdoor exercise,orange,83,-7.88806,110.32889,pm25,1010,Yogyakarta,28,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98d6?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,60,7.6,Close your windows to avoid dirty outdoor air,red
68,20.1,5b7a94b46a15c1ae2d8a98d0,Sewon,city,Mist,Indonesia,Sensitive groups should reduce outdoor exercise,orange,83,-7.87639,110.35889,pm25,1010,Yogyakarta,28,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98d0?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,60,7.6,Close your windows to avoid dirty outdoor air,red
68,20.1,5b7a94b46a15c1ae2d8a98ce,Srandakan,city,Scattered clouds,Indonesia,Sensitive groups should reduce outdoor exercise,orange,64,-7.93861,110.25056,pm25,1009,Yogyakarta,29,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98ce?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,272,4.7,Close your windows to avoid dirty outdoor air,red
72,22.1,5b7a94b46a15c1ae2d8a98d3,Melati,city,Mist,Indonesia,Sensitive groups should reduce outdoor exercise,orange,83,-7.73333,110.36667,pm25,1010,Yogyakarta,28,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98d3?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,60,7.6,Close your windows to avoid dirty outdoor air,red
25,6.1,5b7a94b46a15c1ae2d8a98df,Lubuklinggau,city,Rain,Indonesia,Enjoy outdoor activities,green,79,-3.2945,102.8614,pm25,1011,South Sumatra,26,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98df?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,357,4.8,"Open your windows to bring clean, fresh air indoors",green
68,20.1,5b7a94b46a15c1ae2d8a98d2,Pandak,city,Rain,Indonesia,Sensitive groups should reduce outdoor exercise,orange,79,-7.91306,110.29361,pm25,1009,Yogyakarta,30,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98d2?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,30,11.2,Close your windows to avoid dirty outdoor air,red
29,7.1,5b7a94b46a15c1ae2d8a98de,Pagar Alam,city,Broken clouds,Indonesia,Enjoy outdoor activities,green,69,-4.02506,103.24694,pm25,1011,South Sumatra,25,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98de?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,342,6,"Open your windows to bring clean, fresh air indoors",green
68,20.1,5b7a94b46a15c1ae2d8a98cd,Yogyakarta,city,Mist,Indonesia,Sensitive groups should reduce outdoor exercise,orange,83,-7.80139,110.36472,pm25,1010,Yogyakarta,28,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98cd?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,60,7.6,Close your windows to avoid dirty outdoor air,red
72,22.1,5b7a94b46a15c1ae2d8a98cf,Sleman,city,Mist,Indonesia,Sensitive groups should reduce outdoor exercise,orange,83,-7.71556,110.35556,pm25,1010,Yogyakarta,28,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98cf?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,60,7.6,Close your windows to avoid dirty outdoor air,red
8,2,5b7a94b46a15c1ae2d8a98e7,Padang,city,Rain,Indonesia,Enjoy outdoor activities,green,81,-0.94924,100.35427,pm25,1012,West Sumatra,25,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98e7?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,332,2.5,"Open your windows to bring clean, fresh air indoors",green
25,6.1,5b7a94b46a15c1ae2d8a98e3,Solok,city,Rain,Indonesia,Enjoy outdoor activities,green,81,-0.8006,100.6571,pm25,1012,West Sumatra,25,Asia/Jakarta,https://website-api.airvisual.com/v1/cities/5b7a94b46a15c1ae2d8a98e3?units.temperature=celsius&units.distance=kilometer&AQI=US&language=id,332,2.5,"Open your windows to bring clean, fresh air indoors",green
